probe_id	requested_entrez	requested_symbol	module_memberships	mapping_rules	rescued_by_entrez	candidate_probe_count	platform_symbol	platform_entrez	platform_ilmn_gene	all_sample_mean_expression	all_sample_median_expression	all_sample_expression_variance	all_sample_expression_sd	all_sample_minimum_expression	all_sample_maximum_expression	primary_rule_top_median	primary_rule_median_tie	primary_rule_tie_count	variance_rule_top_variance	variance_rule_tie	variance_rule_tie_count
ILMN_2219466	9582	APOBEC3B	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	APOBEC3B	9582	APOBEC3B	6.14649124817123	6.1318542415	0.0795069358436498	0.281969742780409	5.532796934	7.099127909	6.1318542415	TRUE	1	0.0795069358436498	TRUE	1
ILMN_2296950	200316	APOBEC3F	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	APOBEC3F	200316	APOBEC3F	7.30479982407534	7.2473279915	0.184768144506427	0.429846652315016	6.142499484	8.353697025	7.2473279915	TRUE	1	0.184768144506427	TRUE	1
ILMN_2412172	200316	APOBEC3F	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	APOBEC3F	200316	APOBEC3F	6.80109221974658	6.7462760405	0.136106026248811	0.368925502302038	6.120622438	8.374369992	7.2473279915	FALSE	1	0.184768144506427	FALSE	1
ILMN_1710726	200316	APOBEC3F	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	APOBEC3F	200316	APOBEC3F	6.69539958258904	6.6505722765	0.0919943438817543	0.303305693783935	6.202791841	8.318911131	7.2473279915	FALSE	1	0.184768144506427	FALSE	1
ILMN_1702706	200316	APOBEC3F	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	APOBEC3F	200316	APOBEC3F	6.20354832964384	6.204742042	0.0210074733552652	0.144939550693609	5.735096743	6.82150432	7.2473279915	FALSE	1	0.184768144506427	FALSE	1
ILMN_1664828	164668	APOBEC3H	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	APOBEC3H	164668	APOBEC3H	6.33830235956849	6.2526991435	0.0985723301067922	0.313962306824867	5.747018147	7.412811653	6.2526991435	TRUE	1	0.0985723301067922	TRUE	1
ILMN_2407824	481	ATP1B1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ATP1B1	481	ATP1B1	6.25465086671918	6.2306481195	0.0209006699653696	0.144570640053123	5.76764435	6.737730342	6.2306481195	TRUE	1	0.0243265422475014	FALSE	1
ILMN_1730291	481	ATP1B1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ATP1B1	481	ATP1B1	6.07626375739041	6.1146184085	0.0243265422475014	0.155969683744955	5.642698845	6.637640709	6.2306481195	FALSE	1	0.0243265422475014	TRUE	1
ILMN_1658071	481	ATP1B1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ATP1B1	481	ATP1B1	6.04047758819863	6.0585264985	0.0160746823123111	0.126785970486924	5.611415772	6.382260882	6.2306481195	FALSE	1	0.0243265422475014	FALSE	1
ILMN_1764494	498	ATP5F1A	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	ATP5A1	498	ATP5A1	11.2271065141096	11.244324385	0.14593952704552	0.382020322817413	10.14174295	12.12914978	11.244324385	TRUE	1	0.182580142204591	FALSE	1
ILMN_2341363	498	ATP5F1A	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	ATP5A1	498	ATP5A1	10.9895068593425	10.979470265	0.182580142204591	0.427293976326125	9.714996622	12.02910012	11.244324385	FALSE	1	0.182580142204591	TRUE	1
ILMN_1726603	521	ATP5ME	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	ATP5I	521	ATP5I	10.0271742969384	9.969166049	0.541313703785408	0.735740242059253	8.472712403	12.16441128	9.969166049	TRUE	1	0.541313703785408	TRUE	1
ILMN_1772506	521	ATP5ME	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	ATP5I	521	ATP5I	6.85814370469863	6.77018432	0.228140221204497	0.477640263382912	6.133027547	8.187113977	9.969166049	FALSE	1	0.541313703785408	FALSE	1
ILMN_1703415	521	ATP5ME	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	ATP5I	521	ATP5I	6.00591399956164	6.0130968705	0.0117494086221899	0.108394689086642	5.662895368	6.564435876	9.969166049	FALSE	1	0.541313703785408	FALSE	1
ILMN_2310621	9551	ATP5MF	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	ATP5J2	9551	ATP5J2	9.4770770764863	9.50998724	0.194166374308169	0.440643137139532	8.335752374	10.75970153	9.50998724	TRUE	1	0.194166374308169	TRUE	1
ILMN_2307883	9551	ATP5MF	BACT_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	ATP5J2	9551	ATP5J2	9.16516790054795	9.1405746915	0.182474417538099	0.427170244209611	8.112192803	10.37057215	9.50998724	FALSE	1	0.194166374308169	FALSE	1
ILMN_2364521	558	AXL	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	AXL	558	AXL	6.03663328828082	6.0000838655	0.0695869719897528	0.263793426737197	5.632613813	7.502980393	6.0000838655	TRUE	1	0.0695869719897528	TRUE	1
ILMN_1701877	558	AXL	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	AXL	558	AXL	6.009642946	5.9956733565	0.0666456765505391	0.258158239362099	5.556181935	7.495740976	6.0000838655	FALSE	1	0.0695869719897528	FALSE	1
ILMN_1733680	64343	AZI2	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	AZI2	64343	AZI2	6.75400669830822	6.7058752865	0.12806197289559	0.357857475673752	6.119889058	7.928741287	6.7058752865	TRUE	1	0.12806197289559	TRUE	1
ILMN_2246956	596	BCL2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	BCL2	596	BCL2	7.76421646059589	7.784811615	0.382450510814014	0.6184258329129	6.46759496	9.475529166	7.784811615	TRUE	1	0.382450510814014	TRUE	1
ILMN_1801119	596	BCL2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	BCL2	596	BCL2	6.9127634645274	6.831648451	0.177688925701715	0.42153164258655	5.885543134	8.153850859	7.784811615	FALSE	1	0.382450510814014	FALSE	1
ILMN_2363250	596	BCL2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	BCL2	596	BCL2	5.933845381	5.9586958955	0.0265103155240946	0.162819886758635	5.333742667	6.496542067	7.784811615	FALSE	1	0.382450510814014	FALSE	1
ILMN_1701120	596	BCL2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	BCL2	596	BCL2	5.87679343037671	5.8947123305	0.0268496546883732	0.163858642397565	5.376613631	6.243023123	7.784811615	FALSE	1	0.382450510814014	FALSE	1
ILMN_1668277	640	BLK	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	BLK	640	BLK	8.00989971618493	8.072631763	0.454333401427731	0.674042581316441	6.546885564	9.760855132	8.072631763	TRUE	1	0.454333401427731	TRUE	1
ILMN_1747650	654	BMP6	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	BMP6	654	BMP6	6.38681309345206	6.3153029055	0.0905311178253947	0.300883894260552	5.802431238	7.491280905	6.3153029055	TRUE	1	0.0905311178253947	TRUE	1
ILMN_1706957	657	BMPR1A	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BMPR1A	657	BMPR1A	6.08121790633562	6.093692378	0.00576655550592943	0.0759378397502157	5.721328112	6.291983799	6.093692378	TRUE	1	0.0179117939404158	FALSE	1
ILMN_2095577	657	BMPR1A	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BMPR1A	657	BMPR1A	5.8902965890411	5.9054400555	0.0179117939404158	0.133834950369535	5.54862038	6.277336676	6.093692378	FALSE	1	0.0179117939404158	TRUE	1
ILMN_1718961	665	BNIP3L	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BNIP3L	665	BNIP3L	8.94721962695891	8.5249448305	1.6955601540651	1.30213676473138	6.795995336	12.80275918	8.5249448305	TRUE	1	1.6955601540651	TRUE	1
ILMN_2045419	665	BNIP3L	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BNIP3L	665	BNIP3L	6.66170785338356	6.3506462135	0.538338330415509	0.733715428770248	5.645514615	9.502585104	8.5249448305	FALSE	1	1.6955601540651	FALSE	1
ILMN_2364852	11120	BTN2A1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN2A1	11120	BTN2A1	8.41307286623288	8.4438183595	0.314638455800429	0.560926426370188	6.677564609	9.710200572	8.4438183595	TRUE	1	0.314638455800429	TRUE	1
ILMN_1783392	11120	BTN2A1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN2A1	11120	BTN2A1	5.92187245500685	5.927812251	0.0212575892385198	0.145799825920746	5.488685801	6.183257018	8.4438183595	FALSE	1	0.314638455800429	FALSE	1
ILMN_1752758	10385	BTN2A2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN2A2	10385	BTN2A2	6.25813356492466	6.2512318605	0.0124405754003831	0.111537327385871	5.964689798	6.68476821	6.2512318605	TRUE	1	0.0187712584233982	FALSE	1
ILMN_2256894	10385	BTN2A2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN2A2	10385	BTN2A2	6.00500369571233	6.0367452215	0.0187712584233982	0.137008242173229	5.604235234	6.247684531	6.2512318605	FALSE	1	0.0187712584233982	TRUE	1
ILMN_1721813	54718	BTN2A3P	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	1	BTN2A3	54718	BTN2A3	5.80923574770548	5.7909341495	0.0134018492624584	0.115766356349582	5.434689303	6.140998771	5.7909341495	TRUE	1	0.0134018492624584	TRUE	1
ILMN_1802708	11119	BTN3A1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN3A1	11119	BTN3A1	8.14189685015069	8.1913783965	0.391862771596207	0.625989434093106	6.675043072	9.583625575	8.1913783965	TRUE	1	0.391862771596207	TRUE	1
ILMN_1687888	11119	BTN3A1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN3A1	11119	BTN3A1	5.96756539011644	5.976728532	0.0155617048174013	0.124746562347029	5.624952049	6.22553232	8.1913783965	FALSE	1	0.391862771596207	FALSE	1
ILMN_1710740	717	C2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	C2	717	C2	6.28631382688356	6.1950881985	0.0718457280563097	0.268040534353127	5.75260705	7.589300277	6.1950881985	TRUE	1	0.0718457280563097	TRUE	1
ILMN_1712532	64170	CARD9	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CARD9	64170	CARD9	7.50884254116438	7.5047268655	0.193423254803039	0.439799107324059	6.431978433	8.946672874	7.5047268655	TRUE	1	0.193423254803039	TRUE	1
ILMN_1673757	841	CASP8	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	5	CASP8	841	CASP8	6.50233340943151	6.435945578	0.0817564308746507	0.285930814839273	5.875119626	7.480009915	6.435945578	TRUE	1	0.0817564308746507	TRUE	1
ILMN_2377733	841	CASP8	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	5	CASP8	841	CASP8	6.4268620754589	6.3956694935	0.0649985296653632	0.254948092099869	5.854521717	7.608523423	6.435945578	FALSE	1	0.0817564308746507	FALSE	1
ILMN_1787749	841	CASP8	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	5	CASP8	841	CASP8	6.21151795621233	6.1945987915	0.0532277947534492	0.23071149679513	5.378959492	6.955260317	6.435945578	FALSE	1	0.0817564308746507	FALSE	1
ILMN_1809313	841	CASP8	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	5	CASP8	841	CASP8	6.1105650680137	6.1229035395	0.0417515465715814	0.204331951910565	5.537252838	6.838581891	6.435945578	FALSE	1	0.0817564308746507	FALSE	1
ILMN_1669565	841	CASP8	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	5	CASP8	841	CASP8	6.04612040263699	6.047625246	0.028495080133485	0.168804858145389	5.5217383	6.86113384	6.435945578	FALSE	1	0.0817564308746507	FALSE	1
ILMN_1651705	847	CAT	BACT_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CAT	847	CAT	9.20831012007534	9.1563273015	0.468467845523244	0.684447109368754	7.643078904	11.147007	9.1563273015	TRUE	1	0.468467845523244	TRUE	1
ILMN_2151739	847	CAT	BACT_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CAT	847	CAT	7.79636938406164	7.798264624	0.360348507311895	0.600290352506097	6.149835227	9.777273043	9.1563273015	FALSE	1	0.468467845523244	FALSE	1
ILMN_1685580	868	CBLB	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CBLB	868	CBLB	8.20326484628082	8.211643281	0.411214670935026	0.641260220920514	6.77177336	10.71394352	8.211643281	TRUE	1	0.411214670935026	TRUE	1
ILMN_1774087	56477	CCL28	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCL28	56477	CCL28	6.20208450665753	6.1905413785	0.0138409680887194	0.117647643787368	5.857353666	6.544809631	6.1905413785	TRUE	1	0.0151816665324907	FALSE	1
ILMN_1701347	56477	CCL28	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCL28	56477	CCL28	6.11105901384247	6.124361574	0.00865516557934625	0.0930331423705888	5.661917867	6.362997835	6.1905413785	FALSE	1	0.0151816665324907	FALSE	1
ILMN_2228845	56477	CCL28	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCL28	56477	CCL28	6.02027026992466	6.0609393195	0.0151816665324907	0.123213905597099	5.571171126	6.260587607	6.1905413785	FALSE	1	0.0151816665324907	TRUE	1
ILMN_1772964	6355	CCL8	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCL8	6355	CCL8	6.49136821865069	6.105062017	1.25623603789467	1.12081936006417	5.649009673	11.8908806	6.105062017	TRUE	1	1.25623603789467	TRUE	1
ILMN_1678833	1230	CCR1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCR1	1230	CCR1	8.51279156520548	8.504277685	0.689474464086939	0.830345990588826	6.649958577	10.35561846	8.504277685	TRUE	1	0.689474464086939	TRUE	1
ILMN_1763322	1232	CCR3	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR3	1232	CCR3	7.02284654985617	6.9431633855	0.627024079522719	0.791848520566098	5.873733778	9.474886952	6.9431633855	TRUE	1	0.627024079522719	TRUE	1
ILMN_1656684	1232	CCR3	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR3	1232	CCR3	5.8241203479589	5.823319983	0.0186382592839734	0.13652201025466	5.454618246	6.23798358	6.9431633855	FALSE	1	0.627024079522719	FALSE	1
ILMN_2086143	1233	CCR4	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCR4	1233	CCR4	5.93611188350685	5.9583057685	0.0267439525914152	0.163535783825483	5.462524175	6.184940627	5.9583057685	TRUE	1	0.0267439525914152	TRUE	1
ILMN_2145033	1234	CCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR5	1234	CCR5	5.99365195691781	6.0148344385	0.0183150275371369	0.135333024562141	5.505951766	6.326037745	6.0148344385	TRUE	1	0.0183150275371369	TRUE	1
ILMN_1653395	1234	CCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR5	1234	CCR5	5.83748328624658	5.839076535	0.0135694535869934	0.116487997609167	5.485886772	6.166153933	6.0148344385	FALSE	1	0.0183150275371369	FALSE	1
ILMN_2387696	1235	CCR6	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCR6	1235	CCR6	13.1129131602055	13.13694687	0.0756476056065983	0.275041098031909	12.13336883	13.63692853	13.13694687	TRUE	1	0.465397433344958	FALSE	1
ILMN_1690907	1235	CCR6	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCR6	1235	CCR6	7.84860570222603	7.798099416	0.465397433344958	0.682200434875966	6.456285509	9.403662517	13.13694687	FALSE	1	0.465397433344958	TRUE	1
ILMN_1759635	1235	CCR6	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCR6	1235	CCR6	5.88339831259589	5.8749275275	0.0157018097387509	0.125306862297126	5.56479198	6.136361279	13.13694687	FALSE	1	0.465397433344958	FALSE	1
ILMN_1715131	1236	CCR7	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCR7	1236	CCR7	10.1619044489178	10.18743138	0.832194396426812	0.912246894446242	7.524138081	12.06030832	10.18743138	TRUE	1	0.832194396426812	TRUE	1
ILMN_2337386	10803	CCR9	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR9	10803	CCR9	6.12146288900685	6.1331452905	0.0456563383964988	0.213673438678042	5.567536176	6.823888609	6.1331452905	TRUE	1	0.0456563383964988	TRUE	1
ILMN_1664316	10803	CCR9	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR9	10803	CCR9	6.06111123617123	6.098004019	0.0206983136254885	0.143869085023463	5.642946123	6.394793875	6.1331452905	FALSE	1	0.0456563383964988	FALSE	1
ILMN_1742001	11126	CD160	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CD160	11126	CD160	6.32724193939726	6.2096576925	0.147010855841454	0.383419947109503	5.77394026	7.929412405	6.2096576925	TRUE	1	0.147010855841454	TRUE	1
ILMN_1783852	8763	CD164	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CD164	8763	CD164	6.49293741810274	6.46360656	0.0668792218072775	0.258610173441181	5.787863085	7.317402019	6.46360656	TRUE	1	0.0668792218072775	TRUE	1
ILMN_1719433	912	CD1D	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD1D	912	CD1D	7.85834808134247	7.9028132765	0.364997871298303	0.604150536951101	5.897597982	9.546068379	7.9028132765	TRUE	1	0.364997871298303	TRUE	1
ILMN_1892782	912	CD1D	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD1D	912	CD1D	5.91586866007534	5.9271446205	0.0124015873732666	0.111362414544884	5.562170021	6.133182793	7.9028132765	FALSE	1	0.364997871298303	FALSE	1
ILMN_1779257	958	CD40	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD40	958	CD40	6.50874886376712	6.4802504895	0.103305504201061	0.321411736252833	5.550539125	7.670647062	6.4802504895	TRUE	1	0.103305504201061	TRUE	1
ILMN_2367818	958	CD40	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD40	958	CD40	6.1481536225	6.1528949745	0.0127471021840021	0.112903065432264	5.772146668	6.584165429	6.4802504895	FALSE	1	0.103305504201061	FALSE	1
ILMN_1716736	941	CD80	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CD80	941	CD80	5.94391638138356	5.97178377	0.0198996938581603	0.141066274701504	5.548189851	6.199660226	5.97178377	TRUE	1	0.0198996938581603	TRUE	1
ILMN_2415786	10225	CD96	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD96	10225	CD96	8.21057127519178	8.2222081285	0.553956188200721	0.744282330974423	6.428217959	9.748980323	8.2222081285	TRUE	1	0.553956188200721	TRUE	1
ILMN_1711573	10225	CD96	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD96	10225	CD96	7.52936347000685	7.5632544795	0.388828528197316	0.623561166364068	6.221019532	8.755891642	8.2222081285	FALSE	1	0.553956188200721	FALSE	1
ILMN_1802615	1021	CDK6	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CDK6	1021	CDK6	7.21603165808904	7.267569543	0.204295652321077	0.451990765747573	6.368812701	8.57540395	7.267569543	TRUE	1	0.204295652321077	TRUE	1
ILMN_2415303	10462	CLEC10A	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CLEC10A	10462	CLEC10A	6.2011807759726	6.1578535405	0.0497739869322472	0.223100844759152	5.659429828	7.286841402	6.1578535405	TRUE	1	0.0497739869322472	TRUE	1
ILMN_1653166	10462	CLEC10A	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CLEC10A	10462	CLEC10A	6.0676350005	6.0864889615	0.0320017871936074	0.178890433488232	5.64094599	6.977275939	6.1578535405	FALSE	1	0.0497739869322472	FALSE	1
ILMN_1704797	10462	CLEC10A	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CLEC10A	10462	CLEC10A	5.99329023065069	6.0056571535	0.0168940596491021	0.129977150488469	5.573685007	6.430928649	6.1578535405	FALSE	1	0.0497739869322472	FALSE	1
ILMN_1673030	1240	CMKLR1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CMKLR1	1240	CMKLR1	6.2103209994589	6.1435028455	0.0744762824933935	0.272903430710194	5.804349737	7.353889096	6.1435028455	TRUE	1	0.0744762824933935	TRUE	1
ILMN_2369666	1380	CR2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CR2	1380	CR2	6.36182000204795	6.3610282685	0.05848251176341	0.241831577266928	5.747074228	7.117410591	6.3610282685	TRUE	1	0.05848251176341	TRUE	1
ILMN_1684724	1380	CR2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CR2	1380	CR2	6.33508185080822	6.314075397	0.0394244220015539	0.198555841015957	5.804387658	6.955694303	6.3610282685	FALSE	1	0.05848251176341	FALSE	1
