requested_entrez	probe_id	requested_symbol	module_memberships	mapping_rules	rescued_by_entrez	candidate_probe_count	platform_symbol	platform_entrez	platform_ilmn_gene	all_sample_mean_expression	all_sample_median_expression	all_sample_expression_variance	all_sample_expression_sd	all_sample_minimum_expression	all_sample_maximum_expression	primary_rule_top_median	primary_rule_median_tie	primary_rule_tie_count	variance_rule_top_variance	variance_rule_tie	variance_rule_tie_count	selection_rule
11120	ILMN_2364852	BTN2A1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN2A1	11120	BTN2A1	8.41307286623288	8.4438183595	0.314638455800429	0.560926426370188	6.677564609	9.710200572	8.4438183595	TRUE	1	0.314638455800429	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
10385	ILMN_2256894	BTN2A2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN2A2	10385	BTN2A2	6.00500369571233	6.0367452215	0.0187712584233982	0.137008242173229	5.604235234	6.247684531	6.2512318605	FALSE	1	0.0187712584233982	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
54718	ILMN_1721813	BTN2A3P	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	1	BTN2A3	54718	BTN2A3	5.80923574770548	5.7909341495	0.0134018492624584	0.115766356349582	5.434689303	6.140998771	5.7909341495	TRUE	1	0.0134018492624584	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
11119	ILMN_1802708	BTN3A1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	BTN3A1	11119	BTN3A1	8.14189685015069	8.1913783965	0.391862771596207	0.625989434093106	6.675043072	9.583625575	8.1913783965	TRUE	1	0.391862771596207	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
717	ILMN_1710740	C2	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	C2	717	C2	6.28631382688356	6.1950881985	0.0718457280563097	0.268040534353127	5.75260705	7.589300277	6.1950881985	TRUE	1	0.0718457280563097	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
64170	ILMN_1712532	CARD9	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CARD9	64170	CARD9	7.50884254116438	7.5047268655	0.193423254803039	0.439799107324059	6.431978433	8.946672874	7.5047268655	TRUE	1	0.193423254803039	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
841	ILMN_1673757	CASP8	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	5	CASP8	841	CASP8	6.50233340943151	6.435945578	0.0817564308746507	0.285930814839273	5.875119626	7.480009915	6.435945578	TRUE	1	0.0817564308746507	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
847	ILMN_1651705	CAT	BACT_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CAT	847	CAT	9.20831012007534	9.1563273015	0.468467845523244	0.684447109368754	7.643078904	11.147007	9.1563273015	TRUE	1	0.468467845523244	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
868	ILMN_1685580	CBLB	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CBLB	868	CBLB	8.20326484628082	8.211643281	0.411214670935026	0.641260220920514	6.77177336	10.71394352	8.211643281	TRUE	1	0.411214670935026	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
56477	ILMN_2228845	CCL28	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCL28	56477	CCL28	6.02027026992466	6.0609393195	0.0151816665324907	0.123213905597099	5.571171126	6.260587607	6.1905413785	FALSE	1	0.0151816665324907	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
6355	ILMN_1772964	CCL8	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCL8	6355	CCL8	6.49136821865069	6.105062017	1.25623603789467	1.12081936006417	5.649009673	11.8908806	6.105062017	TRUE	1	1.25623603789467	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1230	ILMN_1678833	CCR1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCR1	1230	CCR1	8.51279156520548	8.504277685	0.689474464086939	0.830345990588826	6.649958577	10.35561846	8.504277685	TRUE	1	0.689474464086939	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1232	ILMN_1763322	CCR3	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR3	1232	CCR3	7.02284654985617	6.9431633855	0.627024079522719	0.791848520566098	5.873733778	9.474886952	6.9431633855	TRUE	1	0.627024079522719	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1233	ILMN_2086143	CCR4	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCR4	1233	CCR4	5.93611188350685	5.9583057685	0.0267439525914152	0.163535783825483	5.462524175	6.184940627	5.9583057685	TRUE	1	0.0267439525914152	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1234	ILMN_2145033	CCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR5	1234	CCR5	5.99365195691781	6.0148344385	0.0183150275371369	0.135333024562141	5.505951766	6.326037745	6.0148344385	TRUE	1	0.0183150275371369	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1235	ILMN_1690907	CCR6	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CCR6	1235	CCR6	7.84860570222603	7.798099416	0.465397433344958	0.682200434875966	6.456285509	9.403662517	13.13694687	FALSE	1	0.465397433344958	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1236	ILMN_1715131	CCR7	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CCR7	1236	CCR7	10.1619044489178	10.18743138	0.832194396426812	0.912246894446242	7.524138081	12.06030832	10.18743138	TRUE	1	0.832194396426812	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
10803	ILMN_2337386	CCR9	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CCR9	10803	CCR9	6.12146288900685	6.1331452905	0.0456563383964988	0.213673438678042	5.567536176	6.823888609	6.1331452905	TRUE	1	0.0456563383964988	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
11126	ILMN_1742001	CD160	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CD160	11126	CD160	6.32724193939726	6.2096576925	0.147010855841454	0.383419947109503	5.77394026	7.929412405	6.2096576925	TRUE	1	0.147010855841454	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
8763	ILMN_1783852	CD164	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CD164	8763	CD164	6.49293741810274	6.46360656	0.0668792218072775	0.258610173441181	5.787863085	7.317402019	6.46360656	TRUE	1	0.0668792218072775	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
912	ILMN_1719433	CD1D	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD1D	912	CD1D	7.85834808134247	7.9028132765	0.364997871298303	0.604150536951101	5.897597982	9.546068379	7.9028132765	TRUE	1	0.364997871298303	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
958	ILMN_1779257	CD40	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD40	958	CD40	6.50874886376712	6.4802504895	0.103305504201061	0.321411736252833	5.550539125	7.670647062	6.4802504895	TRUE	1	0.103305504201061	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
941	ILMN_1716736	CD80	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CD80	941	CD80	5.94391638138356	5.97178377	0.0198996938581603	0.141066274701504	5.548189851	6.199660226	5.97178377	TRUE	1	0.0198996938581603	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
10225	ILMN_2415786	CD96	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	CD96	10225	CD96	8.21057127519178	8.2222081285	0.553956188200721	0.744282330974423	6.428217959	9.748980323	8.2222081285	TRUE	1	0.553956188200721	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1021	ILMN_1802615	CDK6	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CDK6	1021	CDK6	7.21603165808904	7.267569543	0.204295652321077	0.451990765747573	6.368812701	8.57540395	7.267569543	TRUE	1	0.204295652321077	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
10462	ILMN_2415303	CLEC10A	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CLEC10A	10462	CLEC10A	6.2011807759726	6.1578535405	0.0497739869322472	0.223100844759152	5.659429828	7.286841402	6.1578535405	TRUE	1	0.0497739869322472	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1240	ILMN_1673030	CMKLR1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CMKLR1	1240	CMKLR1	6.2103209994589	6.1435028455	0.0744762824933935	0.272903430710194	5.804349737	7.353889096	6.1435028455	TRUE	1	0.0744762824933935	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1380	ILMN_2369666	CR2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CR2	1380	CR2	6.36182000204795	6.3610282685	0.05848251176341	0.241831577266928	5.747074228	7.117410591	6.3610282685	TRUE	1	0.05848251176341	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
58487	ILMN_1784847	CREBZF	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CREBZF	58487	CREBZF	6.22534161500685	6.220460872	0.0222501391565595	0.149164805354881	5.726320043	6.645472476	6.220460872	TRUE	1	0.0222501391565595	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1435	ILMN_2302947	CSF1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CSF1	1435	CSF1	5.71064400413699	5.7176756615	0.0196732996906212	0.140261540311738	5.239725869	6.035792389	5.922732855	FALSE	1	0.0196732996906212	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1514	ILMN_2374036	CTSL	VIR_M2	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	3	CTSL1	1514	CTSL1	7.47993957968493	7.416407898	0.668972469693792	0.817907372319013	6.117130805	9.616309302	7.433952966	FALSE	1	0.668972469693792	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
643	ILMN_2337928	CXCR5	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	CXCR5	643	CXCR5	8.07759876315068	8.1087731785	0.568672854059551	0.754104007454907	6.469265459	9.687563751	8.1087731785	TRUE	1	0.568672854059551	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
57105	ILMN_1773204	CYSLTR2	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	CYSLTR2	57105	CYSLTR2	5.89617682941096	5.9131507715	0.0203324806699342	0.142592007735126	5.427063618	6.139745577	5.9131507715	TRUE	1	0.0203324806699342	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
10521	ILMN_1675124	DDX17	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	DDX17	10521	DDX17	8.76100492642466	8.781524467	0.620075383240098	0.78744865435157	6.852575362	11.34965066	9.38906371	FALSE	1	0.620075383240098	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
9188	ILMN_1735461	DDX21	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DDX21	9188	DDX21	7.99404112120548	8.0183419185	0.213073274739157	0.461598607817612	6.895651159	9.267628094	8.0183419185	TRUE	1	0.213073274739157	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1654	ILMN_1794392	DDX3X	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	DDX3X	1654	DDX3X	9.34037866027397	9.4184411585	0.284084250410274	0.532995544456306	7.170092263	10.20779488	9.4184411585	TRUE	1	0.284084250410274	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
55601	ILMN_1795181	DDX60	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DDX60	55601	DDX60	7.26887634077397	7.158817507	0.697310426027222	0.835051151742947	6.00477046	9.163999756	7.158817507	TRUE	1	0.697310426027222	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1672	ILMN_1686573	DEFB1	VIR_M1a;VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DEFB1	1672	DEFB1	6.13380502176712	6.0162290905	0.363290492320262	0.602735839585023	5.634450063	9.677211643	6.0162290905	TRUE	1	0.363290492320262	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
79132	ILMN_1678422	DHX58	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DHX58	79132	DHX58	7.28206635492466	6.920298322	0.869109626208126	0.932260492677946	6.126229319	10.55578772	6.920298322	TRUE	1	0.869109626208126	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
151636	ILMN_1784380	DTX3L	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	DTX3L	151636	DTX3L	6.48564149389041	6.4026804975	0.118048075111669	0.343581249650892	5.896842679	7.602409419	6.4026804975	TRUE	1	0.118048075111669	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
5610	ILMN_1706502	EIF2AK2	VIR_M1a;VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	EIF2AK2	5610	EIF2AK2	10.1747712692466	10.11177749	1.11314668186409	1.05505766755381	8.254828472	12.4544258	10.11177749	TRUE	1	1.11314668186409	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1979	ILMN_1728083	EIF4EBP2	BACT_M1	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	EIF4EBP2	1979	EIF4EBP2	8.24339392005479	8.183865873	0.144931991258486	0.38069934496724	7.473357751	9.41336332	8.183865873	TRUE	1	0.144931991258486	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
1997	ILMN_1664010	ELF1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ELF1	1997	ELF1	9.81954629493836	9.79833636	0.376432409211298	0.61354087819093	7.686456016	11.71541738	9.79833636	TRUE	1	0.376432409211298	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
23052	ILMN_1699022	ENDOD1	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ENDOD1	23052	ENDOD1	6.63236950406164	6.576309099	0.107974774049966	0.328595152200951	6.111885998	7.920144521	6.576309099	TRUE	1	0.107974774049966	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
5167	ILMN_1700888	ENPP1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ENPP1	5167	ENPP1	6.13188084734247	6.126395471	0.00922017434704047	0.0960217389294761	5.889217256	6.640189903	6.126395471	TRUE	1	0.00922017434704047	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
114625	ILMN_1715013	ERMAP	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ERMAP	114625	ERMAP	6.62025208758219	6.4854519745	0.199247618731765	0.446371615060551	5.948442865	8.294552242	6.4854519745	TRUE	1	0.199247618731765	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
2113	ILMN_2122103	ETS1	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ETS1	2113	ETS1	9.65375831868493	9.712720116	0.73811924002165	0.859138661696498	7.208894077	11.16139402	10.721331895	FALSE	1	0.73811924002165	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
5393	ILMN_1721713	EXOSC9	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	EXOSC9	5393	EXOSC9	6.92710196244521	6.913298713	0.074944625655148	0.273760160825398	6.318928174	7.977557862	6.913298713	TRUE	1	0.074944625655148	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
63901	ILMN_2410038	FAM111A	VIR_M1b	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FAM111A	63901	FAM111A	8.7707756985	8.754707192	0.254278244631255	0.504260096211524	7.347481577	9.983325246	8.754707192	TRUE	1	0.254278244631255	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
355	ILMN_2319077	FAS	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FAS	355	FAS	6.36143185731507	6.318111765	0.0901362490336508	0.300226995844229	5.659612707	7.406458187	6.318111765	TRUE	1	0.0901362490336508	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
2213	ILMN_1660027	FCGR2B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	FCGR2B	2213	FCGR2B	6.43965191399315	6.4070250685	0.0753457569516505	0.27449181581907	5.984223616	8.157807782	6.4070250685	TRUE	1	0.0753457569516505	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
2214	ILMN_1703679	FCGR3A	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FCGR3A	2214	FCGR3A	6.6538616034589	6.3729954825	0.471292525925172	0.686507484245563	5.876173391	8.930364154	6.7910087615	FALSE	1	0.471292525925172	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
2215	ILMN_1728639	FCGR3B	VIR_M2	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	FCGR3B	2215	FCGR3B	10.7957786950685	10.95581347	1.21373458861921	1.10169623246121	5.949084157	12.89125596	10.95581347	TRUE	1	1.21373458861921	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
50943	ILMN_1768049	FOXP3	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	FOXP3	50943	FOXP3	5.90015888341096	5.8927100825	0.0217134203435531	0.147354743200051	5.510346081	6.539571415	5.8927100825	TRUE	1	0.0217134203435531	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
2444	ILMN_1727605	FRK	VIR_M1a	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	FRK	2444	FRK	5.77476115694521	5.7749398125	0.0163836856442601	0.127998772042001	5.419357987	6.159643261	5.7749398125	TRUE	1	0.0163836856442601	TRUE	1	Highest variance across all 146 samples; lexicographically smallest probe ID for exact ties
