base_sample_id	final_module_id	final_module_label	final_module_direction	module_score	matched_genes_n	locked_genes_n	coverage_fraction	sample_group	projection_role
DefiniteBacterial_17	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.42224496141278	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_18	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.679203529987456	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_19	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	3.1721471245093	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_20	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.392390360345842	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_21	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.15825763720739	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_22	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.125591626426533	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_23	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.712788264760794	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_24	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.7424357402415	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_25	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0151911584855914	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_26	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0379524710551541	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_27	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.893771427190524	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_28	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0086835347914081	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_29	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.613538150334998	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_30	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0593018271151929	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_31	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.465506942434493	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_32	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.217271990768025	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_33	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.333877858376571	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_34	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.758691124233769	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_35	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.463097958435921	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_36	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.142690148230977	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_37	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.164476789239128	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_38	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.224088536018486	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_39	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.926109727586173	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_40	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.729757148611183	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_41	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.575490281479515	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_42	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-1.26592791003758	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_43	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.772257496228514	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_44	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.231930360256412	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_45	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.456230522237436	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_46	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.582351528532022	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_47	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.457255443105735	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_48	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0927154166242319	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_49	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0442169598757344	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_50	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.223460327213807	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_51	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.671378809248976	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteBacterial_52	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.252924017499664	24	25	0.96	DefiniteBacterial	primary_bacterial
DefiniteViral_01	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.838524314191345	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_02	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.726261150734848	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_03	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.706745240195467	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_04	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	3.05597081257787	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_05	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.409963146125226	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_06	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.230950286897053	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_07	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.825477074935059	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_08	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.196906024584556	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_09	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.567611023706557	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_10	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.775760851050543	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_11	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.190646604372123	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_12	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.174612987843025	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_13	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.537763448140722	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_14	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.488702616035134	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_15	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.189782798901884	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_16	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	2.64853451410676	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_17	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.400823482771791	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_18	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0318138521827178	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_19	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0890262093929983	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_20	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.2482505466696	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_21	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.532014820851803	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_22	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.181430090219399	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_23	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.283430765788693	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_24	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.47120293714718	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_25	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.665135201348258	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_26	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.48171758851042	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_27	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.178190944890041	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_28	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.605408461092157	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_29	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	2.34724254942131	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_30	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.403927910043124	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_31	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.04356670343314	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_32	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.739506017352989	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_33	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.037045870646355	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_34	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.759280391284213	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_35	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.912621643359946	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_36	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0567399696840342	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_37	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.617651474157361	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_38	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.78841239934782	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_39	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.871391724270404	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_40	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.992196077646882	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_41	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-1.1050917257239	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_42	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.690752602169326	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_43	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.895219467333693	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_44	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.308231643712567	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_45	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.65436880445452	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_46	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.778269837647342	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_47	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.408804708279062	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_48	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.323413966438875	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_49	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0220723429119995	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_50	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	3.14700412124618	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_51	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.1066395979761	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_52	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.248752702504656	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_53	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.68846633975625	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_54	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.00412765069867946	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_55	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.17696606934057	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_56	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.3077563640224	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_57	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.725870038408682	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_58	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.313110230039799	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_59	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.759008251174943	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_60	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.791761509461025	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_61	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.423230208060439	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_62	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.13322373139201	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_63	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.609349922699918	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_64	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.30190629001621	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_65	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.173577204600559	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_66	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.301282625683658	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_67	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.34639428306838	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_68	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.07760895505416	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_69	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.19542691006501	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_70	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.00889901228516137	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_71	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0607898340869506	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_72	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.594952358017988	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_73	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.247887699649613	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_74	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-1.08166038534867	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_75	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.40861360141865	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_76	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.438373511431104	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_77	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.566103489232576	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_78	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.962192054189833	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_79	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.581421290814429	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_80	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.950265301667489	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_81	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.328242078685404	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_82	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.24985178876604	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_83	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.453653729008386	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_84	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.3632554597766	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_85	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.286059032975464	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_86	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.749350347947446	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_87	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.6051510292163	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_88	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.709850360844536	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_89	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.596408153232251	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_90	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.87054078814079	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_91	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0409850104710031	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_92	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.760754118693842	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_93	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.633841143643639	24	25	0.96	DefiniteViral	primary_viral
DefiniteViral_94	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.905931896155996	24	25	0.96	DefiniteViral	primary_viral
DefiniteBacterial_01	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.67753118512858	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_02	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-1.13451943579909	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_03	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.374465858942368	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_04	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.594714561544721	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_05	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.149756383437109	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_06	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.234772750235478	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_07	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.298243894157371	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_08	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0618144083445979	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_09	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.288437993806103	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_10	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.145283303299037	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_11	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.128876663637016	21	21	1	DefiniteBacterial	primary_bacterial
