primary_module_key	module_direction	provisional_module_id	provisional_module_label	evidence_grade	interpretation_status	direction_set	candidate_group_id	ENTREZID	SYMBOL	GENENAME	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	recommended_use	representative_GO	representative_TERM	review_decision_tier	review_decision_rationale	final_claim_status	all_three_concordant	abs_pooled_logFC
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	498	ATP5F1A	ATP synthase F1 subunit alpha	0.758511889822559	0.000849765529150216	1.10125686173979	0.210439375149438	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.758511889822559
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	91942	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	0.93421758325215	0.000950076710939535	1.41038787615625	0.248037153525855	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.93421758325215
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	4724	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	0.688832203336287	0.00111912727923689	0.830491122962114	0.515053945104625	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.688832203336287
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	55471	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	0.580424098358827	0.00120247288716524	0.61805690113816	0.51760975827121	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.580424098358827
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	25880	TMEM186	transmembrane protein 186	0.552760305913266	0.00135830443036077	0.879035667586107	0.15458106625207	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.552760305913266
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	113115	MTFR2	mitochondrial fission regulator 2	0.90526410150697	0.00136542979637154	1.32495799661447	0.283629656930538	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.90526410150697
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	84233	TMEM126A	transmembrane protein 126A	0.692007641497845	0.00297556828551306	0.933753992189987	0.382266841751438	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.692007641497845
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	137682	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	-0.724220963534201	0.00299997132490686	-0.659524331342295	-0.94682931807158	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.724220963534201
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	847	CAT	catalase	0.546611511781923	0.00338050113395296	0.220512598721183	1.03226726442018	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.546611511781923
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	9016	SLC25A14	solute carrier family 25 member 14	0.532063697195929	0.00548107178909845	0.841979016765444	0.0552508071749986	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.532063697195929
higher_in_bacterial | Bacterial_higher_mitochondrial_respiration_programme | Mitochondrial respiration / oxidative phosphorylation programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_mitochondrial_respiration_programme	Mitochondrial respiration / oxidative phosphorylation programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_03	4731	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	0.639635215949223	0.0192210448515391	0.706815816899603	0.542682359672071	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	GO:0032981	mitochondrial respiratory chain complex I assembly	primary_candidate_module	Compact and coherent bacterial-higher mitochondrial respiration/oxidative phosphorylation programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.639635215949223
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6210	RPS15A	ribosomal protein S15a	0.9413329289266	1.48083565196838e-09	1.39742195275229	0.354047825554733	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.9413329289266
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6189	RPS3A	ribosomal protein S3A	0.923426159951376	4.76049153034386e-09	1.41703255494337	0.281518252426068	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.923426159951376
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6203	RPS9	ribosomal protein S9	0.917981723082076	5.25159079316342e-09	1.09524860714812	0.710725103204841	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.917981723082076
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6155	RPL27	ribosomal protein L27	0.961545224886126	6.57709825254048e-09	1.26225735191614	0.571128820629504	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.961545224886126
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	51121	RPL26L1	ribosomal protein L26 like 1	1.01779142892669	4.13805853014388e-08	1.25389311074601	0.707176409124017	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	1.01779142892669
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6175	RPLP0	ribosomal protein lateral stalk subunit P0	0.789103468601545	2.07898603782838e-07	1.17999470116209	0.263591038499308	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.789103468601545
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6201	RPS7	ribosomal protein S7	0.790592425426969	3.24590010157314e-07	1.2166563219586	0.233746652189371	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.790592425426969
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	9349	RPL23	ribosomal protein L23	0.827962621973926	3.7390044691387e-07	1.26006602138652	0.247957375371383	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.827962621973926
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6232	RPS27	ribosomal protein S27	0.823491350935432	4.2487672416444e-07	1.33471704439929	0.163045986195595	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.823491350935432
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6138	RPL15	ribosomal protein L15	0.863639333295638	2.17650988393705e-06	1.38247014501121	0.0890416144721429	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.863639333295638
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6133	RPL9	ribosomal protein L9	0.772687602089642	6.71953606222421e-06	1.1905994104294	0.192868315116375	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.772687602089642
higher_in_bacterial | Bacterial_higher_translation_ribosomal_programme | Cytoplasmic translation / ribosomal protein programme | A_strong_GO_support	higher_in_bacterial	Bacterial_higher_translation_ribosomal_programme	Cytoplasmic translation / ribosomal protein programme	A_strong_GO_support	candidate_module_ready_for_manual_biological_review	bacterial_higher_site_aware_eligible	Bacterial_higher_GO_group_01	6160	RPL31	ribosomal protein L31	0.738783909947779	1.36238869750301e-05	1.18139689129579	0.132679629130271	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	GO:0002181	cytoplasmic translation	primary_candidate_module	Compact and coherent bacterial-higher translation/ribosomal programme with strong GO support.	eligible_for_primary_manual_biological_review_not_final_claim	TRUE	0.738783909947779
